zip,latitude,longitude,county,region,num_facilities,zip_numbeds,zip_occup_rate,zippop,zip_afam,zip_asan,zip_hispan,zip_caucasn,zip_nativ,zip_othrace,zip_pctfem,zip_pctmale,zip_CMS_overall_rating,zip_nhoverall_rating,zip_qualityoffacility_rating,zip_abuse_current,zip_abuse_previous,zip_abuse_prior,zip_abuse_tot,zip_admin_current,zip_admin_previous,zip_admin_prior,zip_admin_tot,zip_all_current,zip_all_previous,zip_all_prior,zip_all_tot,zip_env_current,zip_env_previous,zip_env_prior,zip_env_tot,zip_ls_current,zip_ls_previous,zip_ls_prior,zip_ls_tot,zip_nursing_turnover,zip_aid_hprd,zip_N2009_Abuse,zip_N2009_Admin,zip_N2009_Care,zip_N2009_Environ,zip_N2009_Nutri,zip_N2009_Rights,zip_N2009_Staff,zip_N2009_Total,zip_N2010_Abuse,zip_N2010_Admin,zip_N2010_Care,zip_N2010_Environ,zip_N2010_Nutri,zip_N2010_Rights,zip_N2010_Staff,zip_N2010_Total,zip_N2011_Abuse,zip_N2011_Admin,zip_N2011_Care,zip_N2011_Environ,zip_N2011_Nutri,zip_N2011_Rights,zip_N2011_Staff,zip_N2011_Total,zip_N2012_Abuse,zip_N2012_Admin,zip_N2012_Care,zip_N2012_Environ,zip_N2012_Nutri,zip_N2012_Rights,zip_N2012_Staff,zip_N2012_Total,zip_N2013_Abuse,zip_N2013_Admin,zip_N2013_Care,zip_N2013_Environ,zip_N2013_Nutri,zip_N2013_Rights,zip_N2013_Staff,zip_N2013_Total
94941,37.89685057900044,-122.5331059179997,Marin,Bay Area,1,58.0,76.0,19717,3.0,5.0,5.0,92.0,0.0,0.0,87.0,13.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,5.0,6.0,17.0,27.0,50.0,0.0,0.0,1.0,1.0,2.0,12.0,10.0,24.0,29.3,2.7,0.0,2.0,5.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94947,38.09828069000048,-122.5808097319997,Marin,Bay Area,1,181.0,91.0,13589,4.0,4.0,13.0,77.0,0.0,15.0,61.0,39.0,4.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,12.0,16.0,28.0,56.0,1.0,2.0,0.0,3.0,6.0,5.0,15.0,26.0,18.4,2.3,18.0,12.0,15.0,1.0,0.0,7.0,2.0,55.0,1.0,3.0,6.0,0.0,0.0,2.0,0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,3.0,0.0,11.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0
94952,38.24142255200047,-122.6701864959997,Sonoma,Bay Area,4,81.5,88.8,18521,3.5,3.3,4.8,88.3,1.0,4.0,70.5,29.5,3.5,3.5,3.0,0.3,0.0,1.0,1.3,1.0,0.3,1.3,2.5,12.8,9.5,23.3,45.5,0.5,0.0,1.0,1.5,5.5,6.3,9.8,21.5,35.4,2.4,3.8,2.8,5.8,0.3,0.3,1.5,0.0,14.3,0.8,0.5,1.8,0.8,0.3,0.3,0,4.3,1.0,0.3,0.0,1.0,0.0,1.8,0.0,4.0,1.0,0.5,3.8,0.0,0.5,1.0,0.0,6.8,0.5,0.3,2.0,0.0,0.0,0.0,0.0,2.8
94954,38.25221120000049,-122.62041880299972,Sonoma,Bay Area,1,99.0,91.0,19400,2.0,4.0,4.0,90.0,0.0,4.0,76.0,24.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,21.0,11.0,18.0,50.0,2.0,0.0,1.0,3.0,4.0,6.0,4.0,14.0,50.0,2.3,9.0,4.0,4.0,3.0,0.0,7.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
95008,37.28161083700047,-121.95186584099969,Santa Clara,Bay Area,3,44.0,94.0,22203,2.0,14.0,20.0,63.0,0.0,21.0,75.0,25.0,5.0,4.0,3.3,0.7,1.3,0.3,2.3,0.7,0.3,1.0,2.0,11.7,15.3,16.0,43.0,1.7,1.0,1.7,4.3,2.3,7.0,5.7,15.0,42.7,2.5,0.7,0.3,0.7,0.3,0.0,0.7,0.0,2.7,1.3,0.3,1.3,0.0,0.0,0.0,0,3.0,0.0,0.3,1.0,0.0,0.3,2.0,0.0,3.7,1.3,1.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.3,0.0,0.3,0.0,0.0,3.7
95010,36.976474134000455,-121.95491603499971,Santa Cruz,"Midcoast, Central & Inland",2,69.5,96.0,5574,1.5,7.0,10.0,80.0,1.5,10.0,59.5,40.5,5.0,5.0,4.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,2.0,12.0,11.0,13.5,36.5,1.5,0.5,0.5,2.5,7.0,5.5,5.5,18.0,35.4,2.3,0.0,1.5,3.5,0.5,0.0,0.5,0.0,6.0,0.0,0.0,0.5,0.0,0.0,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,1.5,0.0,0.0,0.0,0.0,3.5,0.5,0.5,2.0,0.0,0.0,0.0,0.0,3.0
95014,37.32123294200045,-122.03792736599968,Santa Clara,Bay Area,3,88.7,95.0,26354,2.7,9.7,2.3,84.7,0.7,2.3,72.0,28.0,4.7,4.3,3.7,0.3,0.0,0.7,1.0,1.0,0.3,1.3,2.7,18.0,14.0,13.0,45.0,0.3,1.0,0.0,1.3,10.3,8.0,6.0,24.3,19.4,2.5,0.0,0.3,0.3,0.0,0.0,0.7,0.0,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,1.7,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,1.0
95020,37.01675233600048,-121.58123687199969,Santa Clara,Bay Area,1,134.0,94.0,22147,2.0,3.0,35.0,60.0,0.0,35.0,64.0,36.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,24.0,28.0,21.0,73.0,2.0,1.0,1.0,4.0,10.0,12.0,6.0,28.0,23.6,2.4,5.0,1.0,4.0,1.0,0.0,2.0,0.0,13.0,4.0,0.0,1.0,1.0,0.0,1.0,0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,9.0,0.0,0.0,0.0,0.0,14.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0
95023,36.84768382700048,-121.39007835599972,San Benito,"Midcoast, Central & Inland",2,63.5,78.0,21305,0.0,2.0,33.0,95.0,0.0,3.0,61.0,39.0,2.0,2.0,3.0,0.5,0.5,1.0,2.0,0.5,1.5,1.0,3.0,12.5,12.0,9.5,34.0,0.0,0.5,0.5,1.0,2.5,2.0,3.5,8.0,,2.7,3.5,0.5,6.0,0.0,0.0,4.5,0.0,14.5,0.0,0.0,3.0,0.0,0.5,1.5,0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,3.5,3.5,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.5,3.0,0.0,0.0,0.5,0.0,4.0
95030,37.22928393500047,-121.98270669099969,Santa Clara,Bay Area,1,39.0,22.0,8736,0.0,3.0,0.0,97.0,0.0,0.0,85.0,15.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,13.0,11.0,7.0,31.0,0.0,2.0,0.0,2.0,5.0,0.0,4.0,9.0,35.1,,1.0,2.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95032,37.24269262200045,-121.95783587899967,Santa Clara,Bay Area,5,74.6,91.2,14838,1.5,32.0,8.3,52.8,0.0,13.8,62.0,38.0,4.2,4.2,3.2,1.0,0.0,0.8,1.8,0.8,0.6,1.0,2.4,15.0,10.4,15.6,41.0,0.8,0.6,0.8,2.2,4.0,4.6,5.2,13.8,27.2,2.5,0.6,0.4,2.6,0.0,0.0,0.4,0.0,4.0,0.2,0.4,2.4,0.6,0.0,0.2,0,3.8,0.4,0.2,0.8,0.0,0.2,0.4,0.0,2.0,0.8,0.2,1.4,0.0,0.0,2.2,0.0,4.6,0.0,0.6,1.0,0.0,0.0,0.2,0.0,1.8
95035,37.43341229300046,-121.89473770899968,Santa Clara,Bay Area,1,35.0,85.0,25017,0.0,77.0,3.0,16.0,0.0,7.0,83.0,17.0,4.0,4.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,4.0,7.0,18.0,19.0,27.0,64.0,2.0,1.0,4.0,7.0,5.0,7.0,3.0,15.0,55.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95037,37.12824083200047,-121.64723750599973,Santa Clara,Bay Area,2,75.5,95.0,22085,4.5,3.0,19.0,77.0,2.0,13.5,64.0,36.0,4.5,4.0,3.0,0.0,1.0,2.0,3.0,0.5,1.0,1.0,2.5,13.5,21.0,25.5,60.0,0.5,1.0,1.5,3.0,7.0,9.0,8.5,24.5,25.4,2.4,0.0,0.5,3.0,0.0,0.0,1.0,0.0,4.5,1.0,0.5,6.5,0.0,0.0,0.5,0,8.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.5,3.5,0.0,4.0,0.0,0.0,0.5,0.0,8.0,0.5,1.5,1.5,0.0,0.0,0.5,0.0,4.0
95050,37.34868034100049,-121.95376895399971,Santa Clara,Bay Area,1,133.0,93.0,15100,3.0,16.0,15.0,66.0,0.0,15.0,60.0,40.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,23.0,11.0,50.0,2.0,1.0,1.0,4.0,6.0,7.0,5.0,18.0,66.7,2.3,0.0,0.0,2.0,1.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
95054,37.392512756000485,-121.95914807099967,Santa Clara,Bay Area,1,201.0,85.0,7259,3.0,29.0,17.0,50.0,1.0,17.0,55.0,45.0,2.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,17.0,14.0,9.0,40.0,0.0,0.0,1.0,1.0,7.0,5.0,4.0,16.0,65.2,2.3,0.0,7.0,9.0,0.0,0.0,16.0,0.0,32.0,1.0,0.0,3.0,0.0,0.0,6.0,0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,5.0
95062,36.97178152900045,-121.99001933499972,Santa Cruz,"Midcoast, Central & Inland",4,115.3,78.3,21791,3.8,6.0,13.5,76.8,1.3,12.3,57.3,42.8,1.5,1.3,1.0,0.5,1.8,1.3,3.5,2.0,3.5,2.8,8.3,41.0,33.5,32.0,106.5,2.8,2.0,2.5,7.3,9.0,7.3,7.8,24.0,41.8,2.3,12.0,3.3,14.5,0.3,1.0,7.0,0.0,38.0,5.5,1.0,9.5,0.5,0.3,3.8,0,20.5,0.3,0.3,9.8,0.3,0.3,3.0,0.0,13.8,8.8,3.8,12.0,1.3,0.0,4.5,0.0,30.3,8.8,6.5,24.3,2.8,1.5,7.3,0.0,51.0
95070,37.27030078700045,-122.02120778399973,Santa Clara,Bay Area,3,72.3,84.7,19674,5.3,8.3,20.3,62.3,1.0,23.0,61.3,38.7,5.0,5.0,4.0,0.3,0.0,0.7,1.0,0.0,0.7,0.7,1.3,6.3,9.3,14.3,30.0,0.3,1.0,0.7,2.0,4.0,4.0,4.7,12.7,16.8,4.1,0.0,0.7,1.0,0.3,0.0,0.0,0.0,2.0,0.0,0.7,0.3,0.0,0.0,0.3,0,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.7,0.0,1.0,1.7,0.0,0.0,0.7,0.0,3.3,0.0,0.7,0.7,0.0,0.0,1.3,0.0,2.7
95076,36.92680203200047,-121.76965803499968,Santa Cruz,"Midcoast, Central & Inland",3,80.3,88.7,29257,1.0,2.0,30.3,43.0,0.7,53.3,59.7,40.3,2.7,1.3,1.0,1.0,1.7,0.3,3.0,1.3,1.0,2.0,4.3,29.7,22.7,26.7,79.0,0.7,0.3,1.7,2.7,10.7,3.7,7.3,21.7,51.8,2.5,2.7,5.7,8.0,0.3,0.3,2.3,0.0,19.3,1.7,0.0,5.0,0.3,0.0,1.0,0,8.0,0.0,0.3,4.7,0.0,0.0,0.0,0.0,5.0,4.0,3.7,12.3,0.0,0.0,4.3,0.0,24.3,4.0,2.0,10.7,0.0,0.0,3.7,0.0,20.3
95112,37.34293189900046,-121.8848267519997,Santa Clara,Bay Area,1,58.0,95.0,19523,11.0,20.0,26.0,43.0,0.0,26.0,50.0,50.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,25.0,20.0,19.0,64.0,3.0,1.0,1.0,5.0,9.0,7.0,10.0,26.0,37.5,2.2,0.0,2.0,5.0,0.0,0.0,4.0,0.0,11.0,1.0,1.0,3.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,0.0,0.0,2.0,0.0,18.0,3.0,3.0,9.0,0.0,0.0,3.0,0.0,18.0
95116,37.35225193600047,-121.85195678499969,Santa Clara,Bay Area,2,149.0,91.5,12358,2.5,47.5,37.0,13.0,0.0,37.0,57.5,42.5,1.5,2.0,2.0,1.0,1.5,1.0,3.5,1.0,1.0,2.0,4.0,25.5,25.0,29.5,80.0,1.5,1.0,2.0,4.5,8.0,7.5,8.0,23.5,18.8,2.4,1.5,2.0,8.5,0.0,0.0,6.0,0.0,18.0,1.5,1.0,7.0,1.0,1.0,2.5,0,14.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,5.0,0.5,0.0,0.0,0.0,6.0,0.0,1.0,0.5,0.0,0.0,1.5,0.0,3.0
95117,37.30971433200045,-121.96256758999971,Santa Clara,Bay Area,2,103.0,89.0,10273,6.0,20.0,20.5,59.0,0.0,15.0,57.5,42.5,2.5,2.0,1.0,0.5,1.5,0.0,2.0,1.0,0.5,1.5,3.0,17.0,13.5,36.5,67.0,1.0,1.0,2.0,4.0,4.0,3.5,15.5,23.0,39.6,2.4,3.5,1.5,6.5,0.5,0.0,0.5,0.0,12.5,0.5,0.0,4.5,0.0,0.0,0.0,0,5.0,0.5,0.0,1.5,0.0,0.0,1.0,0.0,3.0,3.0,1.5,2.5,0.0,0.0,1.5,0.0,8.5,1.5,0.5,11.5,1.0,0.0,4.0,0.0,18.5
95121,37.306833593000476,-121.80983630199972,Santa Clara,Bay Area,1,163.0,93.0,15377,2.0,70.0,17.0,11.0,0.0,17.0,69.0,31.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,4.0,6.0,25.0,28.0,32.0,85.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,21.0,26.1,2.4,1.0,0.0,10.0,0.0,0.0,6.0,0.0,17.0,0.0,2.0,9.0,0.0,0.0,1.0,0,12.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,6.0,0.0,0.0,4.0,0.0,18.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
95124,37.25747433100048,-121.92301934999972,Santa Clara,Bay Area,2,76.5,81.5,25113,5.0,11.5,18.5,60.5,1.0,22.0,61.5,38.5,4.0,3.5,2.5,0.5,0.0,1.5,2.0,1.5,1.5,0.5,3.5,10.0,13.5,17.5,41.0,0.0,0.0,0.5,0.5,0.5,4.5,4.5,9.5,26.4,2.3,3.0,1.5,2.5,0.5,0.0,1.0,0.0,8.5,4.0,1.0,4.0,0.0,0.0,2.0,0,11.0,2.0,0.0,3.0,0.0,0.0,1.5,0.0,6.5,4.0,0.5,4.0,0.0,0.0,3.0,0.0,11.5,1.0,1.0,2.0,0.0,0.0,0.5,0.0,4.5
95125,37.29632302500045,-121.89422934399971,Santa Clara,Bay Area,3,103.3,91.3,27521,3.7,12.0,12.0,71.7,0.3,12.3,66.7,33.3,3.3,2.3,2.3,0.3,1.7,1.0,3.0,1.3,2.0,1.3,4.7,16.7,22.0,19.0,57.7,0.7,0.7,1.0,2.3,5.3,8.3,5.3,19.0,26.6,2.5,2.3,1.3,6.3,0.0,0.3,0.3,0.0,10.7,3.7,1.7,7.7,0.3,0.0,2.3,0,15.7,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.7,6.0,4.0,14.3,0.0,0.0,5.0,0.0,29.3,1.3,0.7,12.7,0.0,0.7,1.3,0.0,16.7
95127,37.36879337100049,-121.82170685599971,Santa Clara,Bay Area,2,85.0,94.0,21244,7.5,18.0,33.5,74.0,0.5,0.0,64.5,35.5,4.5,3.5,3.0,0.0,1.0,0.5,1.5,1.0,0.0,1.0,2.0,14.5,11.5,21.5,47.5,2.0,0.5,1.5,4.0,6.5,4.5,6.0,17.0,28.9,2.7,4.5,0.0,8.5,0.0,0.0,0.5,0.0,13.5,3.5,2.5,7.5,0.0,0.0,1.0,0,14.5,0.0,0.0,2.5,0.0,0.0,0.0,0.5,3.0,4.0,2.0,7.5,0.0,0.0,0.5,0.0,14.0,3.0,0.5,13.0,0.0,0.0,1.0,0.0,17.5
95128,37.31605369500045,-121.9366279079997,Santa Clara,Bay Area,5,132.6,85.6,14052,7.4,25.2,19.0,48.4,0.4,18.6,56.2,43.8,3.0,1.8,1.6,0.4,1.4,0.6,2.4,0.6,1.2,0.6,2.4,16.0,21.2,23.2,60.4,0.8,1.0,1.2,3.0,5.6,5.8,6.6,18.0,32.9,2.5,2.0,2.2,6.6,0.2,0.0,5.2,0.0,16.2,1.6,1.0,11.8,0.4,0.4,2.2,0,17.4,0.2,0.4,4.4,0.0,0.0,1.0,0.0,6.0,3.0,2.2,7.0,1.2,0.2,2.6,0.0,16.2,1.8,1.2,5.4,0.0,0.0,1.6,0.0,10.0
95129,37.30792418900046,-121.99735804899973,Santa Clara,Bay Area,1,258.0,91.0,16801,6.0,23.0,53.0,53.0,17.0,1.0,70.0,30.0,2.0,2.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,37.0,32.0,27.0,96.0,3.0,1.0,1.0,5.0,20.0,12.0,10.0,42.0,30.1,2.9,0.0,6.0,16.0,1.0,0.0,12.0,0.0,35.0,0.0,2.0,9.0,2.0,0.0,4.0,0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,9.0
95202,37.95928396400046,-121.2887788969997,San Joaquin,Golden Empire & North San Joaquin,1,38.0,97.0,2073,0.0,3.0,3.0,94.0,0.0,3.0,83.0,17.0,5.0,5.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,16.0,10.0,32.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,20.0,14.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95203,37.95642060500046,-121.31052999499968,San Joaquin,Golden Empire & North San Joaquin,1,68.0,81.0,5370,12.0,13.0,19.0,56.0,2.0,17.0,67.0,33.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,11.0,15.0,35.0,0.0,0.0,2.0,2.0,7.0,7.0,4.0,18.0,40.2,2.6,0.0,0.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0
95204,37.97377021200049,-121.31494886499968,San Joaquin,Golden Empire & North San Joaquin,4,108.3,90.3,13166,14.0,7.5,21.8,56.5,0.3,21.8,58.0,42.0,4.0,2.3,1.8,0.8,0.5,0.8,2.0,1.0,0.3,0.8,2.0,22.3,19.5,15.8,57.5,1.8,1.0,0.8,3.5,8.3,8.5,6.0,22.8,34.4,2.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,1.8,0.0,0.0,2.3,0.0,5.5,2.0,1.3,3.3,0.0,0.0,0.0,0.0,6.5
95207,38.00215178900049,-121.32231799399972,San Joaquin,Golden Empire & North San Joaquin,4,134.0,88.5,19010,19.5,10.3,12.5,57.3,0.5,12.5,58.3,41.8,3.5,3.5,3.0,1.0,0.8,0.5,2.3,1.0,1.0,0.5,2.5,21.0,22.0,16.8,59.8,0.3,0.5,0.5,1.3,9.0,9.8,8.5,27.3,31.5,2.3,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,3.8,3.8,6.5,0.5,0.0,0.8,0.0,15.3,4.8,1.8,4.8,0.0,0.0,0.5,0.0,11.8
95209,38.036681547000455,-121.3437692869997,San Joaquin,Golden Empire & North San Joaquin,3,109.0,90.7,18917,7.0,7.0,8.0,78.0,0.0,8.0,67.3,32.7,4.0,3.0,2.7,0.7,0.3,0.0,1.0,0.0,0.7,1.3,2.0,15.7,16.0,15.7,47.3,0.0,0.7,0.0,0.7,9.0,6.7,7.7,23.3,20.6,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.7,6.0,0.0,0.0,1.0,0.0,8.0,4.3,2.0,4.3,0.3,0.0,1.3,0.0,12.3
95210,38.02105256200048,-121.2972299329997,San Joaquin,Golden Empire & North San Joaquin,2,109.5,91.0,13015,13.5,11.0,9.0,62.5,0.0,13.0,55.0,45.0,3.5,2.0,2.0,1.0,0.5,0.5,2.0,1.5,2.5,0.5,4.5,25.0,17.5,16.0,58.5,1.5,0.0,0.0,1.5,12.0,7.0,8.5,27.5,33.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.5,0.5,0.0,13.0,4.0,5.5,10.5,2.0,1.5,1.0,0.0,24.5
95240,38.12333399200048,-121.26062760599967,San Joaquin,Golden Empire & North San Joaquin,4,80.5,88.0,17682,2.0,3.3,9.0,87.8,0.3,6.8,66.3,33.8,4.0,3.3,3.3,0.8,0.3,1.0,2.0,0.3,1.0,0.8,2.0,18.0,15.8,23.8,57.5,0.8,0.8,1.3,2.8,9.0,11.0,10.5,30.5,72.6,2.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.8,1.5,0.0,1.5,0.5,0.0,0.0,0.0,3.5,1.8,0.8,3.0,0.0,0.0,0.0,0.0,5.5
95242,38.12750085200048,-121.30681935999968,San Joaquin,Golden Empire & North San Joaquin,2,112.0,87.0,14435,1.5,4.5,8.5,85.5,0.0,8.5,73.0,27.0,4.5,3.5,2.0,0.5,0.5,0.0,1.0,1.0,0.0,1.5,2.5,23.0,14.0,20.0,57.0,1.5,0.5,0.0,2.0,11.5,7.0,8.5,27.0,63.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,2.0,0.5,0.0,0.0,0.0,4.5,2.5,1.0,1.0,0.0,0.0,0.0,0.0,4.5
95249,38.191363743000466,-120.66105595299967,Calaveras,Golden Empire & North San Joaquin,1,99.0,85.0,2197,0.0,0.0,2.0,96.0,0.0,4.0,73.0,27.0,5.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,15.0,18.0,15.0,48.0,1.0,0.0,2.0,3.0,5.0,9.0,9.0,23.0,35.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,0.0,2.0,0.0,19.0
95301,37.34675115900046,-120.60008683599972,Merced,Golden Empire & North San Joaquin,1,99.0,94.0,14831,4.0,2.0,20.0,74.0,0.0,20.0,67.0,33.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,13.0,5.0,32.0,1.0,0.0,0.0,1.0,6.0,7.0,5.0,18.0,38.8,2.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0
95307,37.58858113000048,-120.95151956999968,Stanislaus,Golden Empire & North San Joaquin,1,46.0,89.0,16588,3.0,0.0,15.0,97.0,0.0,0.0,80.0,20.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,11.0,43.0,1.0,2.0,1.0,4.0,10.0,10.0,10.0,30.0,48.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95334,37.37999045000049,-120.72347630199971,Merced,Golden Empire & North San Joaquin,1,33.0,99.0,5005,3.0,3.0,3.0,94.0,0.0,0.0,75.0,25.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,26.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,14.0,20.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
